BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
4208,19715,MTR M-SAT  7:30-20:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
4214,19720,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4216,19722,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4217,19723,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4218,19724,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4221,19727,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4223,19729,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4225,19731,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4563,21582,MTR A  M-F 7:30-18:30   ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,5,,,,,,1P Ticket A,,,,,
4226,19732,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4228,19734,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4229,19735,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4236,19739,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4237,19740,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4238,19741,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4240,19743,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4241,19744,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4245,19748,DIS ONLY  M-SUN    ,,,,,,0,,,,,,240,,,,,,0,,,,,,23:59:00,,,,,,Disabled Logo,,,,,,1,,,,,,0:00:00,,,,,,0,,,,,,4P Disabled Only,,,,,
4246,19749,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4247,19750,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4250,19753,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4252,19755,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4253,19756,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4254,19757,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4256,19758,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4257,19759,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4260,19762,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4564,21583,MTR A  M-F 7:30-18:30   ,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
4262,19764,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4263,19765,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4264,19766,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4265,19767,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4266,19768,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4269,19771,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4270,19772,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4271,19773,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4272,19774,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4273,19775,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4274,19776,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4275,19777,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4277,19779,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4279,19781,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4285,19786,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4570,21589,MTR A  M-F 7:30-18:30   ,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
4289,19790,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4293,19794,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4295,19796,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4298,19799,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4301,19803,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4302,19804,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4304,19806,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4307,19807,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4308,19808,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4311,19811,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4314,19814,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4316,19816,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4317,19817,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4318,19818,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4319,19819,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4320,19820,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4328,19826,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4329,19827,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4332,19829,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4333,19830,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4334,19831,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4335,19832,MTR A  M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4336,19879,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4337,19880,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4338,19881,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4339,19882,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4341,19884,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4342,19885,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4343,19886,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4344,19887,MTR M-SAT  7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
4345,19888,DIS M-SUN  0:00-23:59    ,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,0:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
4347,19890,DIS M-SUN  0:00-23:59    ,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,0:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
4348,20025,RPA M-F  7:30-18:30    ,1P RPA SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P,1P,,,,
4349,20026,RPA M-F  7:30-18:30    ,1P RPA SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P,1P,,,,
4350,20027,RPA M-F  7:30-18:30    ,1P RPA SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P,1P,,,,
4354,20028,RPA M-F  7:30-18:30    ,1P RPA SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P,1P,,,,
4355,20029,RPA M-F  7:30-18:30    ,1P RPA SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P,1P,,,,
4356,20030,RPA M-F  7:30-18:30    ,1P RPA SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1P,1P,,,,
4572,21590,MTR A  M-F 7:30-18:30   ,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
4416,19580,MTR A  M-SAT 7:30-20:30   ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Ticket A,,,,,
4421,20514,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4422,20515,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4424,20517,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4426,20519,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4429,20522,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4430,20523,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4433,20526,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4434,20527,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4435,20528,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4437,20530,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4438,20531,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4439,20532,MTR A  M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4440,20533,A RPE  M-F 7:30-18:30   ,3P A RPE SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,A RPE,A RPE,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,3P,3P,,,,
